,property_type,state,lat,lon,area_m2,price_usd
1087,house,Estado de México,,,198,53666.55
1088,house,Yucatán,,,377,224339.55
1089,apartment,Distrito Federal,,,92,67438.69
1090,house,Estado de México,,,100,80083.45
1091,apartment,Yucatán,,,82,62696.91
1092,house,Colima,,,105,46627.53
1093,house,Morelos,,,79,42941.43
1094,house,Yucatán,,,123,41095.45
1095,apartment,Quintana Roo,,,79,80015.91
1096,house,Morelos,,,376,263432.41
1097,apartment,Distrito Federal,,,70,85668.22
1098,house,Sinaloa,,,105,55847.67
1099,house,Estado de México,,,200,229240.55
1100,house,Querétaro,,,160,121178.91
1101,house,Estado de México,,,133,67438.69
1102,house,Chihuahua,,,250,63238.77
1103,house,Guanajuato,,,100,127584.22
1104,house,Puebla,,,113,57955.13
1105,house,Querétaro,,,130,99601.06
1106,house,San Luis Potosí,,,211,165467.83
1107,house,Yucatán,,,200,77994.48
1108,apartment,Chiapas,,,84,52686.48
1109,house,Estado de México,,,179,94203.43
1110,house,Quintana Roo,,,251,187037.01
1111,house,Distrito Federal,,,115,81683.41
1112,apartment,Distrito Federal,,,65,163064.66
1113,house,Yucatán,,,169,55333.92
1114,house,Aguascalientes,,,350,193359.39
1115,house,Nuevo León,,,309,158096.93
1116,house,Estado de México,,,200,72865.4
1117,house,Durango,,,98,36090.24
1118,house,Estado de México,,,83,45447.36
1119,house,Distrito Federal,,,275,167543.01
1120,house,Querétaro,,,286,183875.82
1121,house,Jalisco,,,70,35299.94
1122,house,Sinaloa,,,190,55320.8
1123,house,Estado de México,,,75,70757.94
1124,house,Sonora,,,236,115910.26
1125,apartment,Distrito Federal,,,195,289775.66
1126,house,Nuevo León,,,150,110969.16
1127,house,Chihuahua,,,274,173906.62
1128,house,Tamaulipas,,,81,44256.64
1129,house,Morelos,,,186,118544.58
1130,apartment,Distrito Federal,,,100,159320.71
1131,house,Morelos,,,200,63223.78
1132,house,Nuevo León,,,350,252895.12
1133,house,Chiapas,,,90,37934.26
1134,apartment,Puebla,,,104,92201.34
1135,house,Distrito Federal,,,229,157690.64
1136,apartment,Morelos,,,76,43729.78
1137,apartment,Distrito Federal,,,60,84845.35
1138,apartment,Estado de México,,,100,43202.91
1139,house,Estado de México,,,85,57968.87
1140,house,Guerrero,,,275,316118.9
1141,house,Yucatán,,,195,91632.19
1142,house,Tabasco,,,205,88513.29
1143,apartment,Distrito Federal,,,80,65120.49
1144,house,Hidalgo,,,150,92223.21
1145,house,Veracruz de Ignacio de la Llave,,,120,44783.51
1146,apartment,Distrito Federal,,,84,71653.61
1147,apartment,Distrito Federal,,,60,105372.96
1148,house,Morelos,,,180,63223.78
1149,apartment,Distrito Federal,,,60,36260.68
1150,house,Sinaloa,,,95,44794.13
1151,apartment,Distrito Federal,,,110,121863.83
1152,house,Morelos,,,120,105372.96
1153,house,Veracruz de Ignacio de la Llave,,,140,51632.75
1154,house,Jalisco,,,175,121178.91
1155,house,Morelos,,,100,47417.83
1156,house,Yucatán,,,81,39524.23
1157,house,San Luis Potosí,,,360,245050.24
1158,house,Estado de México,,,115,110667.85
