,property_type,state,region,lat,lon,area_m2,price_brl
4798,apartment,Rio de Janeiro,Southeast,-22.941095,-43.31498,72,413934.08
4799,apartment,Rio de Janeiro,Southeast,-22.957552,-43.060768,75,369307.22
4800,house,Rio de Janeiro,Southeast,-22.918671,-43.403999,93,499063.83
4801,apartment,Rio de Janeiro,Southeast,-22.9803503,-43.2204028,95,1665832.31
4802,apartment,Rio de Janeiro,Southeast,-22.95579,-43.183189,105,710709.72
4803,house,Rio de Janeiro,Southeast,-22.927888,-43.3466908,175,499063.83
4804,house,Rio de Janeiro,Southeast,-22.5246665,-41.927463,95,309419.57
4805,apartment,Rio de Janeiro,Southeast,-22.495285,-41.918041,80,267542.73
4806,apartment,Rio de Janeiro,Southeast,-22.904091,-43.104031,80,858156.04
4807,apartment,Rio de Janeiro,Southeast,-22.923691,-43.2669947,93,624827.92
4808,house,Rio de Janeiro,Southeast,-22.91618,-44.038956,239,1298065.03
4809,apartment,Rio de Janeiro,Southeast,-22.874758,-43.267864,,308421.45
4810,apartment,Rio de Janeiro,Southeast,-22.857853,-43.47097,93,810978.73
4811,apartment,Rio de Janeiro,Southeast,-22.914404,-43.219326,100,959115.56
4812,house,Rio de Janeiro,Southeast,-22.9568149,-42.9950727,250,683717.44
4813,apartment,Rio de Janeiro,Southeast,-22.906288,-43.099586,65,598876.59
4814,apartment,Rio de Janeiro,Southeast,-22.97082608,-43.39440517,70,555277.43
4815,apartment,Rio de Janeiro,Southeast,-22.962952,-43.183189,95,1413433.48
4816,apartment,Rio de Janeiro,Southeast,-23.003302,-43.328812,71,628820.41
4817,house,Rio de Janeiro,Southeast,-22.929167,-43.017059,,535085.5
4818,house,Rio de Janeiro,Southeast,-22.9202466,-43.389064,189,868371.08
4819,apartment,Rio de Janeiro,Southeast,-22.970936,-43.394451,77,484605.74
4820,apartment,Rio de Janeiro,Southeast,-22.921131,-43.245701,,1347472.36
4821,apartment,Rio de Janeiro,Southeast,-23.009905,-43.437641,90,588895.33
4822,apartment,Rio de Janeiro,Southeast,-22.944958,-43.240059,93,585565.3
4823,apartment,Rio de Janeiro,Southeast,-23.023577,-43.471703,114,809473.34
4824,apartment,Rio de Janeiro,Southeast,-22.890429,-43.089886,100,698689.35
4825,apartment,Rio de Janeiro,Southeast,-23.023577,-43.471703,84,648782.97
4826,apartment,Rio de Janeiro,Southeast,-22.907892,-43.109676,75,748595.73
4827,apartment,Rio de Janeiro,Southeast,-22.898926,-43.105171,90,728633.21
4828,apartment,Rio de Janeiro,Southeast,-22.881899,-43.371384,68,416272.84
4829,apartment,Rio de Janeiro,Southeast,-22.914396,-43.370441,83,375660.85
4830,apartment,Rio de Janeiro,Southeast,-23.0280196,-43.4676419,110,878347.93
4831,house,Rio de Janeiro,Southeast,-22.788343,-42.137508,148,379288.51
4832,apartment,Rio de Janeiro,Southeast,-22.944958,-43.240059,100,698689.35
4833,apartment,Rio de Janeiro,Southeast,-22.902739,-43.104069,,548970.21
4834,house,Rio de Janeiro,Southeast,-22.8082864,-43.2001445,115,688708.09
4835,apartment,Rio de Janeiro,Southeast,-22.9237056,-43.222076,140,757196.48
4836,house,Rio de Janeiro,Southeast,-22.965698,-43.036491,190,1347472.36
4837,apartment,Rio de Janeiro,Southeast,-22.901005,-43.111153,86,878352.35
4838,house,Rio de Janeiro,Southeast,-22.495285,-41.918041,80,267542.73
4839,apartment,Rio de Janeiro,Southeast,-22.88308,-42.027451,,439173.95
4840,apartment,Rio de Janeiro,Southeast,-22.976603,-43.191399,87,1039883.18
4841,apartment,Rio de Janeiro,Southeast,-22.9312624,-43.3768086,76,520423.76
4842,apartment,Rio de Janeiro,Southeast,-22.931274,-43.348412,58,254522.54
4843,apartment,Rio de Janeiro,Southeast,-22.925322,-43.232567,78,698689.35
4844,apartment,Rio de Janeiro,Southeast,-22.9394896,-43.3607402,70,392732.58
4845,house,Rio de Janeiro,Southeast,-22.938498,-43.044174,204,1097940.43
4846,apartment,Rio de Janeiro,Southeast,-23.009399,-43.317394,174,1646910.68
4847,apartment,Rio de Janeiro,Southeast,-22.929167,-43.017059,70,548970.21
4848,apartment,Rio de Janeiro,Southeast,-22.941572,-43.361382,86,409232.33
4849,apartment,Rio de Janeiro,Southeast,-22.901369,-43.123898,89,633811.06
4850,apartment,Rio de Janeiro,Southeast,-22.930389,-43.269073,178,959115.56
4851,apartment,Rio de Janeiro,Southeast,-22.9778363,-43.1897213,89,904272.84
4852,house,Rio de Janeiro,Southeast,-22.9517879,-43.353464,,530037.54
4853,apartment,Rio de Janeiro,Southeast,-22.925093,-43.327053,196,1646910.68
4854,apartment,Rio de Janeiro,Southeast,-22.888769,-43.282413,84,503788.07
4855,apartment,Rio de Janeiro,Southeast,-22.938816,-43.250439,95,598876.59
4856,apartment,Rio de Janeiro,Southeast,-22.982376,-43.191059,102,1191322.5
4857,apartment,Rio de Janeiro,Southeast,-22.901005,-43.111153,55,359325.95
4858,apartment,Rio de Janeiro,Southeast,-22.9635277,-43.1731314,87,1111396.78
4859,apartment,Rio de Janeiro,Southeast,-22.953123,-43.21587,107,1547097.92
4860,apartment,Rio de Janeiro,Southeast,-22.94775,-43.192875,130,1504297.06
4861,house,Rio de Janeiro,Southeast,-22.9351893,-43.3269575,135,768558.29
4862,house,Rio de Janeiro,Southeast,-22.943417,-43.031635,,908296.17
4863,apartment,Rio de Janeiro,Southeast,-22.923843,-43.358654,,259513.19
4864,apartment,Rio de Janeiro,Southeast,-22.966846,-43.192875,100,1157828.1
4865,house,Rio de Janeiro,Southeast,-22.898705,-43.043774,130,678726.79
4866,house,Rio de Janeiro,Southeast,-22.9491366,-43.0350561,120,459138.71
4867,house,Rio de Janeiro,Southeast,-22.941095,-43.31498,192,998127.67
4868,apartment,Rio de Janeiro,Southeast,-22.890429,-43.089886,117,908635.8
4869,apartment,Rio de Janeiro,Southeast,-22.966091,-43.188034,130,1514393
4870,apartment,Rio de Janeiro,Southeast,-22.940199,-43.0527096,92,449157.45
4871,apartment,Rio de Janeiro,Southeast,-22.900311,-43.288967,,323070.49
4872,apartment,Rio de Janeiro,Southeast,-22.90974,-43.278938,,334372.75
4873,apartment,Rio de Janeiro,Southeast,-22.921227,-43.225548,,403838.12
4874,house,Rio de Janeiro,Southeast,-22.931025,-43.378155,140,403838.12
4875,apartment,Rio de Janeiro,Southeast,-22.930389,-43.269073,152,998127.67
4876,apartment,Rio de Janeiro,Southeast,-22.933544,-43.337135,68,383646.22
4877,apartment,Rio de Janeiro,Southeast,-22.899485,-43.253693,60,287734.66
4878,house,Rio de Janeiro,Southeast,-22.943417,-43.031635,110,419213.6
4879,apartment,Rio de Janeiro,Southeast,-22.885052,-43.270195,70,279475.72
4880,apartment,Rio de Janeiro,Southeast,-22.914701,-43.244896,98,454317.88
4881,apartment,Rio de Janeiro,Southeast,-22.916265,-43.218224,58,454317.88
4882,apartment,Rio de Janeiro,Southeast,-22.898788,-43.099617,68,429194.89
4883,apartment,Rio de Janeiro,Southeast,-22.957552,-43.060768,130,998127.67
4884,house,Rio de Janeiro,Southeast,-22.931543,-43.340866,166,818464.67
4885,apartment,Rio de Janeiro,Southeast,-22.99361,-43.233903,68,1116829.6
4886,apartment,Rio de Janeiro,Southeast,-22.95579,-43.183189,,1211514.4
4887,apartment,Rio de Janeiro,Southeast,-22.930645,-43.240059,185,858156.04
4888,house,Rio de Janeiro,Southeast,-23.002486,-43.392777,93,912754.35
4889,house,Rio de Janeiro,Southeast,-22.899759,-43.317394,85,282686.67
4890,apartment,Rio de Janeiro,Southeast,-22.971373,-43.032051,113,688708.09
4891,apartment,Rio de Janeiro,Southeast,-22.941095,-43.31498,170,983155.76
4892,apartment,Rio de Janeiro,Southeast,-22.924335,-43.234013,94,943230.64
4893,house,Rio de Janeiro,Southeast,-22.9223407,-43.2179683,210,1097940.43
4894,house,Rio de Janeiro,Southeast,-22.8095552,-43.2032401,98,748595.73
4895,apartment,Rio de Janeiro,Southeast,-22.962196,-43.178349,93,1446777.06
4896,apartment,Rio de Janeiro,Southeast,-22.9365179,-43.359219,73,333374.62
4897,house,Rio de Janeiro,Southeast,-22.924923,-43.353043,,519026.39
4898,house,Rio de Janeiro,Southeast,-22.9161598,-43.3556225,140,484605.74
4899,house,Rio de Janeiro,Southeast,-22.881121,-42.016003,210,898314.91
4900,house,Rio de Janeiro,Southeast,-22.918221,-43.362415,227,558414.78
4901,apartment,Rio de Janeiro,Southeast,-22.96097,-43.227966,,1497191.5
4902,apartment,Rio de Janeiro,Southeast,-23.0199385,-43.4689106,109,880367.11
4903,apartment,Rio de Janeiro,Southeast,-23.023577,-43.471703,195,848408.53
4904,apartment,Rio de Janeiro,Southeast,-22.975479,-43.206188,107,1665832.31
4905,apartment,Rio de Janeiro,Southeast,-22.984177,-43.212238,75,1646910.68
4906,house,Rio de Janeiro,Southeast,-22.914396,-43.370441,169,1522949.44
4907,house,Rio de Janeiro,Southeast,-22.9514025,-43.0251134,81,543979.56
4908,apartment,Rio de Janeiro,Southeast,-22.927452,-43.179356,83,1377416.18
4909,house,Rio de Janeiro,Southeast,-22.991386,-43.479633,250,1347472.36
4910,apartment,Rio de Janeiro,Southeast,-23.007523,-43.485062,86,642102.63
4911,apartment,Rio de Janeiro,Southeast,-22.973051,-43.377895,87,698689.35
4912,house,Rio de Janeiro,Southeast,-22.928339,-43.335056,149,948221.29
4913,apartment,Rio de Janeiro,Southeast,-22.882774,-43.366833,100,628820.41
4914,apartment,Rio de Janeiro,Southeast,-22.824972,-43.330673,61,254522.54
4915,apartment,Rio de Janeiro,Southeast,-22.889437,-43.117775,,379288.51
4916,house,Rio de Janeiro,Southeast,-22.914396,-43.370441,86,449157.45
4917,apartment,Rio de Janeiro,Southeast,-22.907892,-43.109676,130,1597004.3
4918,apartment,Rio de Janeiro,Southeast,-22.930788,-43.355751,66,383646.22
4919,apartment,Rio de Janeiro,Southeast,-23.005749,-43.436882,,548970.21
4920,apartment,Rio de Janeiro,Southeast,-23.012035,-43.447334,199,1097940.43
4921,apartment,Rio de Janeiro,Southeast,-22.9166667,-43.25,72,558951.47
4922,apartment,Rio de Janeiro,Southeast,-22.930645,-43.240059,125,1197753.22
4923,apartment,Rio de Janeiro,Southeast,-22.8709376,-43.3435339,70,292406.28
4924,apartment,Rio de Janeiro,Southeast,-22.914701,-43.244896,,948221.29
4925,apartment,Rio de Janeiro,Southeast,-22.925356,-43.17857,69,858156.04
4926,apartment,Rio de Janeiro,Southeast,-22.9081763,-43.2885604,65,373550.26
4927,house,Rio de Janeiro,Southeast,-22.918751,-43.409771,200,1211514.4
4928,apartment,Rio de Janeiro,Southeast,-22.936752,-43.175926,118,1097940.43
4929,apartment,Rio de Janeiro,Southeast,-22.925545,-43.095039,123,1097940.43
4930,apartment,Rio de Janeiro,Southeast,-22.849508,-43.335503,70,239550.63
4931,apartment,Rio de Janeiro,Southeast,-22.914701,-43.244896,94,585565.3
4932,apartment,Rio de Janeiro,Southeast,-22.94775,-43.192875,100,878352.35
4933,apartment,Rio de Janeiro,Southeast,-22.92046,-43.26667,71,558951.47
4934,house,Rio de Janeiro,Southeast,-22.8772121,-43.0274049,250,798502.15
4935,house,Rio de Janeiro,Southeast,-22.9887865,-43.4586254,160,908635.8
4936,apartment,Rio de Janeiro,Southeast,-22.903751,-43.123253,108,524989.57
4937,house,Rio de Janeiro,Southeast,-22.836517,-43.27874,240,1197753.22
4938,apartment,Rio de Janeiro,Southeast,-23.0180769,-43.4714306,85,590613.26
4939,apartment,Rio de Janeiro,Southeast,-22.966585,-43.176834,79,998127.67
4940,apartment,Rio de Janeiro,Southeast,-22.941095,-43.31498,60,287734.66
4941,apartment,Rio de Janeiro,Southeast,-22.976887,-43.226757,87,1147846.81
4942,apartment,Rio de Janeiro,Southeast,-23.001354,-43.327053,126,1477228.98
4943,house,Rio de Janeiro,Southeast,-22.862112,-42.021259,100,334372.75
4944,apartment,Rio de Janeiro,Southeast,-22.906288,-43.099586,75,748595.73
4945,apartment,Rio de Janeiro,Southeast,-22.966585,-43.176834,66,978165.11
4946,apartment,Rio de Janeiro,Southeast,-22.9401016,-43.3386278,158,738614.47
4947,apartment,Rio de Janeiro,Southeast,-23.013484,-43.4479815,120,1292282.02
4948,apartment,Rio de Janeiro,Southeast,-22.9190832,-43.2438383,90,614843.56
4949,apartment,Rio de Janeiro,Southeast,-22.919479,-43.255955,115,429078.02
4950,apartment,Rio de Janeiro,Southeast,-22.941902,-43.177921,90,1292282.02
4951,apartment,Rio de Janeiro,Southeast,-22.9264913,-43.3624252,65,334372.75
4952,house,Rio de Janeiro,Southeast,-22.921408,-43.380138,209,688708.09
4953,apartment,Rio de Janeiro,Southeast,-22.9422915,-43.3323672,60,424030.02
4954,apartment,Rio de Janeiro,Southeast,-22.8981152,-43.3536673,,299437.29
4955,apartment,Rio de Janeiro,Southeast,-22.95579,-43.183189,,1048034.05
4956,apartment,Rio de Janeiro,Southeast,-22.977299,-43.230293,83,1397378.74
4957,apartment,Rio de Janeiro,Southeast,-22.8954967,-43.2790147,70,384279.13
4958,apartment,Rio de Janeiro,Southeast,-22.893415,-42.033401,134,698689.35
4959,apartment,Rio de Janeiro,Southeast,-22.845272,-43.264023,72,323070.49
4960,apartment,Rio de Janeiro,Southeast,-22.919714,-43.238762,68,646140.99
4961,apartment,Rio de Janeiro,Southeast,-22.920027,-43.08971,62,635035.45
4962,house,Rio de Janeiro,Southeast,-22.9300901,-43.3889107,179,768558.29
4963,apartment,Rio de Janeiro,Southeast,-22.962196,-43.178349,,1157828.1
4964,apartment,Rio de Janeiro,Southeast,-22.928535,-43.25042,59,369307.22
4965,apartment,Rio de Janeiro,Southeast,-22.881121,-42.016003,120,748595.73
4966,apartment,Rio de Janeiro,Southeast,-22.901888,-43.10659,110,798502.15
4967,apartment,Rio de Janeiro,Southeast,-22.924335,-43.234013,104,656236.96
4968,apartment,Rio de Janeiro,Southeast,-23.023577,-43.471703,146,928258.73
4969,apartment,Rio de Janeiro,Southeast,-23.0030948,-43.4272602,90,928827.7
4970,house,Rio de Janeiro,Southeast,-22.903744,-43.28574,70,998127.67
4971,apartment,Rio de Janeiro,Southeast,-22.962196,-43.178349,90,1137865.54
4972,apartment,Rio de Janeiro,Southeast,-22.881121,-42.016003,197,778539.59
4973,apartment,Rio de Janeiro,Southeast,-22.986446,-43.224941,100,1247659.6
4974,apartment,Rio de Janeiro,Southeast,-23.000669,-43.392197,106,998127.67
4975,apartment,Rio de Janeiro,Southeast,-22.953012,-43.176315,,848408.53
4976,apartment,Rio de Janeiro,Southeast,-22.906544,-43.269073,95,269494.46
4977,house,Rio de Janeiro,Southeast,-22.892319,-43.27689,220,968183.85
4978,house,Rio de Janeiro,Southeast,-22.9265203,-43.3658139,133,578914.03
4979,house,Rio de Janeiro,Southeast,-22.881121,-42.016003,,548970.21
4980,apartment,Rio de Janeiro,Southeast,-22.9711375,-43.1903036,85,893324.26
4981,apartment,Rio de Janeiro,Southeast,-22.9223407,-43.2179683,68,548970.21
4982,apartment,Rio de Janeiro,Southeast,-23.012153,-43.447824,90,718651.91
4983,apartment,Rio de Janeiro,Southeast,-22.956388,-43.375317,73,529007.65
4984,house,Rio de Janeiro,Southeast,-22.834719,-43.043167,200,419213.6
4985,apartment,Rio de Janeiro,Southeast,-22.979204,-43.18985,,998127.67
4986,apartment,Rio de Janeiro,Southeast,-22.838696,-43.312908,100,478862.82
4987,apartment,Rio de Janeiro,Southeast,-22.927261,-43.232475,107,848408.53
4988,apartment,Rio de Janeiro,Southeast,-22.905481,-43.384964,103,529007.65
4989,apartment,Rio de Janeiro,Southeast,-22.8073569,-43.178704,70,389269.77
4990,apartment,Rio de Janeiro,Southeast,-22.928291,-43.376186,,568932.77
4991,apartment,Rio de Janeiro,Southeast,-22.966846,-43.192875,90,948221.29
4992,apartment,Rio de Janeiro,Southeast,-22.921227,-43.225548,69,688708.09
4993,apartment,Rio de Janeiro,Southeast,-22.927397,-43.229313,87,762244.48
4994,apartment,Rio de Janeiro,Southeast,-22.983685,-43.222523,,1110554.87
4995,house,Rio de Janeiro,Southeast,-22.9639994,-43.3329511,163,1095944.18
4996,apartment,Rio de Janeiro,Southeast,-22.928911,-43.359688,58,389269.77
4997,apartment,Rio de Janeiro,Southeast,-22.903034,-43.109287,140,1397378.74
4998,apartment,Rio de Janeiro,Southeast,-22.774698,-41.9294732,55,548970.21
4999,house,Rio de Janeiro,Southeast,-22.9276635,-43.0120895,118,499063.83
5000,apartment,Rio de Janeiro,Southeast,-23.003302,-43.328812,56,629485.75
5001,apartment,Rio de Janeiro,Southeast,-22.906288,-43.099586,57,748595.73
5002,apartment,Rio de Janeiro,Southeast,-22.886339,-43.350861,60,282686.67
5003,apartment,Rio de Janeiro,Southeast,-22.906288,-43.099586,92,658764.27
5004,apartment,Rio de Janeiro,Southeast,-22.906288,-43.099586,81,698689.35
5005,apartment,Rio de Janeiro,Southeast,-22.911198,-43.294567,70,334372.75
5006,apartment,Rio de Janeiro,Southeast,-22.9773898,-43.1961263,83,1009595.32
5007,house,Rio de Janeiro,Southeast,-22.9150872,-43.3940058,80,369307.22
5008,house,Rio de Janeiro,Southeast,-23.0057347,-44.3157591,180,1496193.38
5009,apartment,Rio de Janeiro,Southeast,-22.5089347,-43.1833384,150,1447285.12
5010,apartment,Rio de Janeiro,Southeast,-22.963121,-43.17466,,848408.53
5011,house,Rio de Janeiro,Southeast,-22.834719,-43.043167,225,399251.07
5012,apartment,Rio de Janeiro,Southeast,-22.906979,-43.284798,180,716812.68
5013,apartment,Rio de Janeiro,Southeast,-22.951616,-43.206188,75,1247659.6
5014,apartment,Rio de Janeiro,Southeast,-22.962196,-43.178349,87,1204740.11
5015,apartment,Rio de Janeiro,Southeast,-22.927595,-43.254066,82,299438.28
5016,house,Rio de Janeiro,Southeast,-23.023577,-43.471703,,948221.29
5017,apartment,Rio de Janeiro,Southeast,-22.98501,-43.208004,80,1029787.25
5018,apartment,Rio de Janeiro,Southeast,-22.928291,-43.376186,76,397254.79
5019,apartment,Rio de Janeiro,Southeast,-22.881121,-42.016003,99,468121.85
5020,house,Rio de Janeiro,Southeast,-22.92935,-43.243168,188,1312473.95
5021,house,Rio de Janeiro,Southeast,-22.932421,-43.007343,132,643792.32
5022,house,Rio de Janeiro,Southeast,-22.921131,-43.245701,216,605757.2
5023,house,Rio de Janeiro,Southeast,-22.914576,-43.259403,180,457142.47
5024,apartment,Rio de Janeiro,Southeast,-22.94021,-43.357635,,548970.21
5025,apartment,Rio de Janeiro,Southeast,-22.932674,-43.188034,,1297565.98
5026,apartment,Rio de Janeiro,Southeast,-22.906288,-43.099586,,788520.85
5027,apartment,Rio de Janeiro,Southeast,-22.955729,-43.190456,,788520.85
5028,apartment,Rio de Janeiro,Southeast,-22.936117,-43.339569,102,648782.97
5029,apartment,Rio de Janeiro,Southeast,-22.89473,-43.346363,75,297830.6
5030,apartment,Rio de Janeiro,Southeast,-22.880537,-43.341831,110,300859.38
5031,house,Rio de Janeiro,Southeast,-22.8351872,-43.716045,,279475.72
5032,apartment,Rio de Janeiro,Southeast,-22.919437,-43.387928,57,301868.99
5033,apartment,Rio de Janeiro,Southeast,-22.894394,-42.041065,68,393742.15
5034,house,Rio de Janeiro,Southeast,-22.93346,-43.339436,150,1247659.6
5035,apartment,Rio de Janeiro,Southeast,-22.786097,-43.305958,70,519026.39
5036,apartment,Rio de Janeiro,Southeast,-22.962273,-43.169266,89,999499.39
5037,apartment,Rio de Janeiro,Southeast,-23.001205,-43.341537,120,1467247.68
5038,apartment,Rio de Janeiro,Southeast,-22.989658,-43.351852,155,1597004.3
5039,house,Rio de Janeiro,Southeast,-22.933168,-43.359055,120,548970.21
5040,apartment,Rio de Janeiro,Southeast,-22.926907,-43.212238,72,540133.5
5041,apartment,Rio de Janeiro,Southeast,-22.881121,-42.016003,70,399251.07
5042,apartment,Rio de Janeiro,Southeast,-22.905416,-43.271584,58,328118.46
5043,apartment,Rio de Janeiro,Southeast,-22.956388,-43.375317,87,761474.7
5044,apartment,Rio de Janeiro,Southeast,-22.927595,-43.254066,112,565373.37
5045,apartment,Rio de Janeiro,Southeast,-22.923012,-43.232719,91,686524.82
5046,house,Rio de Janeiro,Southeast,-22.788343,-42.137508,137,419213.6
5047,house,Rio de Janeiro,Southeast,-22.9212353,-43.3537287,93,398252.92
5048,apartment,Rio de Janeiro,Southeast,-23.008074,-43.305847,106,1218359.56
5049,apartment,Rio de Janeiro,Southeast,-22.845272,-43.264023,65,364316.6
5050,apartment,Rio de Janeiro,Southeast,-22.8448226,-43.2872876,60,249531.9
5051,house,Rio de Janeiro,Southeast,-22.965698,-43.036491,160,449157.45
5052,apartment,Rio de Janeiro,Southeast,-22.91893,-43.214657,65,618839.15
5053,apartment,Rio de Janeiro,Southeast,-22.902929,-43.123837,127,1397378.74
5054,house,Rio de Janeiro,Southeast,-22.9450411,-43.3323753,190,1029787.25
5055,apartment,Rio de Janeiro,Southeast,-22.900242,-43.108475,113,1097940.43
5056,apartment,Rio de Janeiro,Southeast,-22.929174,-43.231567,54,499063.83
5057,apartment,Rio de Janeiro,Southeast,-22.8091951,-43.1813078,57,282686.67
5058,apartment,Rio de Janeiro,Southeast,-22.936693,-43.183189,78,988146.4
5059,apartment,Rio de Janeiro,Southeast,-22.938538,-43.247948,87,793511.5
5060,house,Rio de Janeiro,Southeast,-22.95709,-43.596725,80,297830.6
5061,apartment,Rio de Janeiro,Southeast,-22.871363,-43.631432,208,1646910.68
5062,apartment,Rio de Janeiro,Southeast,-22.913643,-43.264267,110,429194.89
5063,apartment,Rio de Janeiro,Southeast,-22.906288,-43.099586,82,479101.27
5064,apartment,Rio de Janeiro,Southeast,-22.9021693,-43.2553512,53,392863.05
5065,apartment,Rio de Janeiro,Southeast,-22.941095,-43.31498,130,628820.41
5066,apartment,Rio de Janeiro,Southeast,-22.979204,-43.18985,85,788520.85
5067,apartment,Rio de Janeiro,Southeast,-22.9310099,-43.3256779,113,878347.93
5068,apartment,Rio de Janeiro,Southeast,-23.008609,-43.332567,89,998127.67
5069,apartment,Rio de Janeiro,Southeast,-22.957552,-43.060768,86,798502.15
5070,apartment,Rio de Janeiro,Southeast,-23.0257594,-43.4639112,108,1443721.34
5071,apartment,Rio de Janeiro,Southeast,-22.975958,-43.324638,144,535085.5
5072,apartment,Rio de Janeiro,Southeast,-23.020416,-43.492641,65,499063.83
5073,apartment,Rio de Janeiro,Southeast,-22.9969239,-43.3872942,100,1096241.36
5074,apartment,Rio de Janeiro,Southeast,-23.00938,-43.447727,70,623829.8
5075,apartment,Rio de Janeiro,Southeast,-22.924101,-43.37141,104,464413.85
5076,apartment,Rio de Janeiro,Southeast,-22.941095,-43.31498,85,446731.82
5077,apartment,Rio de Janeiro,Southeast,-22.908197,-43.064289,58,312974.53
5078,house,Rio de Janeiro,Southeast,-22.465082,-41.939487,140,499063.83
5079,house,Rio de Janeiro,Southeast,-22.928885,-43.256371,140,778539.59
5080,apartment,Rio de Janeiro,Southeast,-22.901218,-43.10239,154,1497191.5
5081,apartment,Rio de Janeiro,Southeast,-22.913643,-43.264267,80,339363.39
5082,apartment,Rio de Janeiro,Southeast,-22.931025,-43.378155,73,413934.08
5083,house,Rio de Janeiro,Southeast,-22.919104,-43.402119,130,598876.59
5084,apartment,Rio de Janeiro,Southeast,-22.9173922,-43.2448242,80,384279.13
5085,apartment,Rio de Janeiro,Southeast,-22.924335,-43.234013,68,573923.39
5086,apartment,Rio de Janeiro,Southeast,-22.919458,-43.267185,82,548970.21
5087,house,Rio de Janeiro,Southeast,-22.9261791,-42.8239878,145,264503.81
5088,apartment,Rio de Janeiro,Southeast,-22.956388,-43.375317,78,568932.77
5089,apartment,Rio de Janeiro,Southeast,-22.901005,-43.111153,220,1661882.59
5090,apartment,Rio de Janeiro,Southeast,-22.902739,-43.104069,123,1267622.16
5091,house,Rio de Janeiro,Southeast,-22.9425303,-43.0309212,100,399251.07
5092,house,Rio de Janeiro,Southeast,-22.809685,-43.354809,184,252398.8
5093,apartment,Rio de Janeiro,Southeast,-22.889437,-43.117775,57,389269.77
5094,apartment,Rio de Janeiro,Southeast,-22.927452,-43.179356,94,1090362.98
5095,apartment,Rio de Janeiro,Southeast,-22.927574,-43.366558,90,288458.89
5096,house,Rio de Janeiro,Southeast,-22.921408,-43.380138,,548970.21
5097,house,Rio de Janeiro,Southeast,-22.465082,-41.939487,,309419.57
5098,apartment,Rio de Janeiro,Southeast,-22.836517,-43.27874,215,583904.68
5099,apartment,Rio de Janeiro,Southeast,-22.973068,-43.382183,99,806666.67
5100,apartment,Rio de Janeiro,Southeast,-23.0191602,-43.4566852,,628820.41
5101,apartment,Rio de Janeiro,Southeast,-22.928911,-43.359688,59,302878.6
5102,house,Rio de Janeiro,Southeast,-22.906662,-43.278404,91,507649.8
5103,apartment,Rio de Janeiro,Southeast,-22.924335,-43.234013,74,519941.57
5104,apartment,Rio de Janeiro,Southeast,-22.934788,-43.327747,80,462394.66
5105,apartment,Rio de Janeiro,Southeast,-22.89473,-43.346363,122,393742.15
5106,apartment,Rio de Janeiro,Southeast,-22.906288,-43.099586,105,688708.09
5107,apartment,Rio de Janeiro,Southeast,-22.939253,-43.341537,54,457142.47
5108,apartment,Rio de Janeiro,Southeast,-23.0244911,-43.4632092,112,848408.53
5109,apartment,Rio de Janeiro,Southeast,-22.956388,-43.375317,174,1261994.16
5110,apartment,Rio de Janeiro,Southeast,-22.924335,-43.234013,124,1261994.16
5111,apartment,Rio de Janeiro,Southeast,-22.912468,-43.226757,110,928827.7
5112,house,Rio de Janeiro,Southeast,-22.911667,-43.40184,100,264503.81
5113,apartment,Rio de Janeiro,Southeast,-22.916822,-43.259113,100,449157.45
5114,apartment,Rio de Janeiro,Southeast,-22.879431,-43.374584,70,262494.77
5115,apartment,Rio de Janeiro,Southeast,-22.903921,-43.0984,90,798502.15
5116,apartment,Rio de Janeiro,Southeast,-22.952101,-43.195904,67,757196.48
5117,house,Rio de Janeiro,Southeast,-22.5163233,-41.9493034,112,364316.6
5118,apartment,Rio de Janeiro,Southeast,-22.96572,-43.3854864,,1105506.88
5119,apartment,Rio de Janeiro,Southeast,-22.913736,-43.272068,,264503.81
5120,apartment,Rio de Janeiro,Southeast,-22.918991,-43.207397,56,454148.07
5121,apartment,Rio de Janeiro,Southeast,-22.912468,-43.226757,94,1207734.48
5122,apartment,Rio de Janeiro,Southeast,-22.824972,-43.330673,150,449157.45
5123,apartment,Rio de Janeiro,Southeast,-22.9667614,-43.1854437,80,923779.73
5124,apartment,Rio de Janeiro,Southeast,-22.881121,-42.016003,80,479101.27
5125,apartment,Rio de Janeiro,Southeast,-22.906933,-43.289089,90,718651.91
5126,apartment,Rio de Janeiro,Southeast,-22.986446,-43.224941,94,1517154.06
5127,apartment,Rio de Janeiro,Southeast,-22.941572,-43.361382,56,344354.04
5128,apartment,Rio de Janeiro,Southeast,-22.936752,-43.175926,98,1105506.88
5129,apartment,Rio de Janeiro,Southeast,-22.906544,-43.269073,,379288.51
5130,apartment,Rio de Janeiro,Southeast,-22.899166,-43.280857,92,383646.22
5131,apartment,Rio de Janeiro,Southeast,-23.023577,-43.471703,86,572440.55
5132,house,Rio de Janeiro,Southeast,-22.928919,-43.255779,112,499063.83
5133,apartment,Rio de Janeiro,Southeast,-22.938837,-43.175385,80,828445.97
5134,apartment,Rio de Janeiro,Southeast,-22.898926,-43.105171,90,656236.96
5135,apartment,Rio de Janeiro,Southeast,-22.931702,-43.242825,204,1547097.92
5136,apartment,Rio de Janeiro,Southeast,-22.914701,-43.244896,94,349344.66
5137,apartment,Rio de Janeiro,Southeast,-22.9737124,-43.0320769,114,798502.15
